a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
3666,10/16/14,,,7,5,12,0.42,,44748,16865,84040900,Δ.Δ.Πλατάνου,5,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3667,10/16/14,,,2,1,3,0.33,,44749,16865,84040900,Δ.Δ.Πλατάνου,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3668,10/16/14,,,0,1,1,1,,44750,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3669,10/16/14,,,0,0,0,,,44751,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3670,10/21/14,,,3,5,8,0.63,,44752,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,3,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3671,10/21/14,,,0,0,0,,,44753,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3672,10/21/14,,,1,0,1,0,,44754,16865,84040900,Δ.Δ.Πλατάνου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3673,10/21/14,,,10,5,15,0.33,,44755,16865,84040900,Δ.Δ.Πλατάνου,5,15,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3674,10/21/14,,,2,1,3,0.33,,44756,16865,84040900,Δ.Δ.Πλατάνου,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3675,10/21/14,,,6,8,14,0.57,,44757,16865,84040900,Δ.Δ.Πλατάνου,6,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3676,10/21/14,,,5,4,9,0.44,,44758,16865,84040900,Δ.Δ.Πλατάνου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3677,10/21/14,,,7,1,8,0.13,,44759,16865,84040900,Δ.Δ.Πλατάνου,1,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3678,10/21/14,,,5,6,11,0.55,,44760,16850,84040500,Δ.Δ.Κονταιίκων,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3679,10/21/14,,,4,3,7,0.43,,44761,16850,84040500,Δ.Δ.Κονταιίκων,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3680,10/21/14,,,3,1,4,0.25,,44762,16850,84040500,Δ.Δ.Κονταιίκων,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3681,10/21/14,,,3,2,5,0.4,,44763,16850,84040500,Δ.Δ.Κονταιίκων,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3682,10/21/14,,,0,0,0,,,44764,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3683,10/21/14,,,0,0,0,,,44765,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3684,10/21/14,,,1,2,3,0.67,,44766,16850,84040500,Δ.Δ.Κονταιίκων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3685,10/21/14,,,1,2,3,0.67,,44767,16850,84040500,Δ.Δ.Κονταιίκων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3686,10/21/14,,,0,0,0,,,44768,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3687,10/21/14,,,3,5,8,0.63,,44769,16850,84040500,Δ.Δ.Κονταιίκων,3,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3688,10/21/14,,,1,0,1,0,,44770,16850,84040500,Δ.Δ.Κονταιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3689,10/01/14,,,1,2,3,0.67,,44771,16850,84040500,Δ.Δ.Κονταιίκων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3690,10/01/14,,,1,0,1,0,,44772,16850,84040500,Δ.Δ.Κονταιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3691,10/01/14,,,0,0,0,,,44773,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3692,10/01/14,,,0,0,0,,,44774,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3693,10/01/14,,,0,0,0,,,44775,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3694,10/01/14,,,0,0,0,,,44776,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3695,10/01/14,,,2,0,2,0,,44777,16850,84040500,Δ.Δ.Κονταιίκων,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3696,10/01/14,,,0,0,0,,,44778,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3697,10/01/14,,,1,0,1,0,,44779,16850,84040500,Δ.Δ.Κονταιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3698,10/01/14,,,1,5,6,0.83,,44780,16850,84040500,Δ.Δ.Κονταιίκων,1,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3699,10/01/14,,,0,0,0,,,44781,16850,84040500,Δ.Δ.Κονταιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3700,10/01/14,,,5,4,9,0.44,,44782,16865,84040900,Δ.Δ.Πλατάνου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3701,10/01/14,,,7,6,13,0.46,,44783,16865,84040900,Δ.Δ.Πλατάνου,6,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3702,10/01/14,,,3,0,3,0,,44784,16865,84040900,Δ.Δ.Πλατάνου,0,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3703,10/01/14,,,7,3,10,0.3,,44785,16865,84040900,Δ.Δ.Πλατάνου,3,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3704,10/01/14,,,5,4,9,0.44,,44786,16865,84040900,Δ.Δ.Πλατάνου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3705,10/01/14,,,1,0,1,0,,44787,16865,84040900,Δ.Δ.Πλατάνου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3706,10/01/14,,,2,0,2,0,,44788,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3707,10/01/14,,,1,1,2,0.5,,44789,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3708,08/26/14,,,11,11,22,0.5,,44790,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,11,22,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3709,08/26/14,,,13,5,18,0.28,,44791,16843,84040200,Δ.Δ.Αγίων Θεοδώρων,5,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3710,08/26/14,,,16,9,25,0.36,,44792,16865,84040900,Δ.Δ.Πλατάνου,9,25,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3711,08/26/14,,,13,8,21,0.38,,44793,16865,84040900,Δ.Δ.Πλατάνου,8,21,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3712,08/26/14,,,14,11,25,0.44,,44794,16865,84040900,Δ.Δ.Πλατάνου,11,25,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3713,08/26/14,,,8,5,13,0.38,,44795,16865,84040900,Δ.Δ.Πλατάνου,5,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3714,08/26/14,,,11,8,19,0.42,,44796,16865,84040900,Δ.Δ.Πλατάνου,8,19,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3715,08/26/14,,,8,6,14,0.43,,44797,16865,84040900,Δ.Δ.Πλατάνου,6,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
3716,08/26/14,,,6,5,11,0.45,,44798,16850,84040500,Δ.Δ.Κονταιίκων,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3717,08/26/14,,,12,8,20,0.4,,44799,16850,84040500,Δ.Δ.Κονταιίκων,8,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3718,08/26/14,,,11,7,18,0.39,,44800,16850,84040500,Δ.Δ.Κονταιίκων,7,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3719,08/26/14,,,20,13,33,0.39,,44801,16850,84040500,Δ.Δ.Κονταιίκων,13,33,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3720,08/26/14,,,16,10,26,0.38,,44802,16850,84040500,Δ.Δ.Κονταιίκων,10,26,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3721,08/26/14,,,5,4,9,0.44,,44803,16850,84040500,Δ.Δ.Κονταιίκων,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3722,08/26/14,,,1,0,1,0,,44804,16850,84040500,Δ.Δ.Κονταιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3723,08/26/14,,,22,15,37,0.41,,44805,16850,84040500,Δ.Δ.Κονταιίκων,15,37,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3724,08/26/14,,,1,0,1,0,,44806,16850,84040500,Δ.Δ.Κονταιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3725,08/26/14,,,26,18,44,0.41,,44807,16850,84040500,Δ.Δ.Κονταιίκων,18,44,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3726,08/26/14,,,20,16,36,0.44,,44808,16850,84040500,Δ.Δ.Κονταιίκων,16,36,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3727,09/06/14,,,2,3,5,0.6,,45594,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3728,09/06/14,,,1,1,2,0.5,,45595,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3729,09/06/14,,,10,8,18,0.44,,45596,16870,84050100,Δ.Δ.Μαραθοκάμπου,8,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3730,09/06/14,,,0,0,0,,,45597,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3731,09/06/14,,,0,0,0,,,45598,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3732,09/06/14,,,0,1,1,1,,45599,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3733,09/06/14,,,11,9,20,0.45,,45600,16870,84050100,Δ.Δ.Μαραθοκάμπου,9,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3734,09/06/14,,,8,2,10,0.2,,45601,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3735,09/06/14,,,1,0,1,0,,45602,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3736,09/06/14,,,0,0,0,,,45603,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3737,09/06/14,,,3,4,7,0.57,,45604,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3738,09/06/14,,,1,2,3,0.67,,45605,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3739,09/01/14,,,0,0,0,,,45606,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3740,09/01/14,,,5,3,8,0.38,,45607,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3741,08/01/14,,,0,0,0,,,45184,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3742,08/01/14,,,2,0,2,0,,45185,16882,84050300,Δ.Δ.Κουμαιίκων,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3743,08/01/14,,,7,4,11,0.36,,45186,16882,84050300,Δ.Δ.Κουμαιίκων,4,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3744,08/01/14,,,25,10,35,0.29,,45187,16882,84050300,Δ.Δ.Κουμαιίκων,10,35,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3745,08/01/14,,,0,0,0,,,45188,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3746,08/01/14,,,7,6,13,0.46,,45189,16882,84050300,Δ.Δ.Κουμαιίκων,6,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3747,08/01/14,,,1,0,1,0,,45190,16882,84050300,Δ.Δ.Κουμαιίκων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3748,08/01/14,,,0,0,0,,,45191,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3749,08/01/14,,,0,0,0,,,45192,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3750,08/01/14,,,2,2,4,0.5,,45193,16882,84050300,Δ.Δ.Κουμαιίκων,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3751,08/01/14,,,0,0,0,,,45194,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3752,08/01/14,,,2,1,3,0.33,,45195,16882,84050300,Δ.Δ.Κουμαιίκων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3753,08/01/14,,,3,3,6,0.5,,45196,16882,84050300,Δ.Δ.Κουμαιίκων,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3754,08/01/14,,,6,4,10,0.4,,45197,16882,84050300,Δ.Δ.Κουμαιίκων,4,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3755,08/01/14,,,5,2,7,0.29,,45198,16882,84050300,Δ.Δ.Κουμαιίκων,2,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3756,08/01/14,,,3,2,5,0.4,,45199,16882,84050300,Δ.Δ.Κουμαιίκων,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3757,08/01/14,,,1,1,2,0.5,,45200,16882,84050300,Δ.Δ.Κουμαιίκων,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3758,08/01/14,,,5,4,9,0.44,,45201,16882,84050300,Δ.Δ.Κουμαιίκων,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3759,08/01/14,,,7,4,11,0.36,,45202,16882,84050300,Δ.Δ.Κουμαιίκων,4,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3760,08/01/14,,,0,0,0,,,45203,16882,84050300,Δ.Δ.Κουμαιίκων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3761,08/01/14,,,2,0,2,0,,45204,16882,84050300,Δ.Δ.Κουμαιίκων,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3762,10/26/14,,,3,3,6,0.5,,45205,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3763,10/26/14,,,6,3,9,0.33,,45206,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3764,10/26/14,,,0,0,0,,,45207,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3765,10/26/14,,,4,3,7,0.43,,45208,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3766,10/26/14,,,6,2,8,0.25,,45209,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3767,10/26/14,,,0,0,0,,,45210,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3768,10/26/14,,,2,2,4,0.5,,45211,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3769,10/26/14,,,9,7,16,0.44,,45212,16870,84050100,Δ.Δ.Μαραθοκάμπου,7,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3770,10/26/14,,,0,0,0,,,45213,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3771,10/26/14,,,10,4,14,0.29,,45214,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3772,10/26/14,,,4,1,5,0.2,,45215,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
